Name,Sector,Industry
JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JMP Group LLC,Finance,Investment Bankers/Brokers/Service
John Bean Technologies Corporation,Technology,Industrial Machinery/Components
John Hancock Financial Opportunities Fund,n/a,n/a
John Hancock Hedged Equity & Income Fund,n/a,n/a
John Hancock Income Securities Trust,n/a,n/a
John Hancock Investors Trust,n/a,n/a
John Hancock Pfd Income Fund II,n/a,n/a
John Hancock Preferred Income Fund,n/a,n/a
John Hancock Preferred Income Fund III,n/a,n/a
John Hancock Premium Dividend Fund,n/a,n/a
John Hancock Tax Advantaged Dividend Income Fund,n/a,n/a
John Hancock Tax-Advantaged Global Shareholder Yield Fund,n/a,n/a
"John Wiley & Sons, Inc.",n/a,n/a
"John Wiley & Sons, Inc.",n/a,n/a
Johnson & Johnson,Health Care,Major Pharmaceuticals
"Johnson Controls, Inc.",Consumer Durables,Industrial Specialties
"Jones Energy, Inc.",Energy,Oil & Gas Production
Jones Lang LaSalle Incorporated,Finance,Real Estate
"Journal Media Group, Inc.",Consumer Services,Newspapers/Magazines
Joy Global Inc.,Energy,Industrial Machinery/Components
JP Energy Partners LP,Energy,Oil Refining/Marketing
"JPMorgan China Region Fund, Inc.",n/a,n/a
Jumei International Holding Limited,Consumer Services,Other Specialty Stores
"Juniper Networks, Inc.",Technology,Computer Communications Equipment
Jupai Holdings Limited,Consumer Services,Other Consumer Services
"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission
K12 Inc,Consumer Services,Other Consumer Services
Kadant Inc,Technology,Industrial Machinery/Components
Kaman Corporation,Consumer Durables,Industrial Specialties
Kansas City Southern,Transportation,Railroads
Kansas City Southern,Transportation,Railroads
KapStone Paper and Packaging Corporation,Basic Industries,Paper
"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket
Kate Spade & Company,Consumer Non-Durables,Apparel
Kayne Anderson Energy Development Company,n/a,n/a
"Kayne Anderson Energy Total Return Fund, Inc.",n/a,n/a
"Kayne Anderson Midstream Energy Fund, Inc",n/a,n/a
Kayne Anderson MLP Investment Company,n/a,n/a
Kayne Anderson MLP Investment Company,n/a,n/a
Kayne Anderson MLP Investment Company,n/a,n/a
Kayne Anderson MLP Investment Company,n/a,n/a
KB Financial Group Inc,Finance,Commercial Banks
KB Home,Capital Goods,Homebuilding
"KBR, Inc.",Basic Industries,Military/Government/Technical
"KCAP Financial, Inc.",n/a,n/a
"KCG Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
Kellogg Company,Consumer Non-Durables,Packaged Foods
Kemet Corporation,Capital Goods,Electrical Products
Kemper Corporation,Finance,Property-Casualty Insurers
Kemper Corporation,Finance,Property-Casualty Insurers
Kennametal Inc.,Capital Goods,Industrial Machinery/Components
Kennedy-Wilson Holdings Inc.,Finance,Real Estate
Kennedy-Wilson Holdings Inc.,Finance,Real Estate
Kenon Holdings Ltd.,Consumer Services,Marine Transportation
"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment
KeyCorp,Finance,Major Banks
KeyCorp,n/a,n/a
Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components
Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts
Kilroy Realty Corporation,n/a,n/a
Kilroy Realty Corporation,n/a,n/a
Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging
Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
Kimco Realty Corporation,n/a,n/a
Kimco Realty Corporation,n/a,n/a
Kimco Realty Corporation,n/a,n/a
"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution
"Kinder Morgan, Inc.",n/a,n/a
"Kinder Morgan, Inc.",n/a,n/a
"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management
King Digital Entertainment plc,Technology,Computer Software: Prepackaged Software
"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers
Kinross Gold Corporation,Basic Industries,Precious Metals
Kirby Corporation,Consumer Services,Marine Transportation
Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts
KKR & Co. L.P.,Finance,Investment Managers
KKR Financial Holdings LLC,Finance,Finance: Consumer Services
KKR Financial Holdings LLC,Finance,Finance: Consumer Services
KKR Financial Holdings LLC,n/a,n/a
KKR Income Opportunities Fund,n/a,n/a
"KMG Chemicals, Inc.",Basic Industries,Major Chemicals
"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services
"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services
KNOT Offshore Partners LP,Consumer Services,Marine Transportation
Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores
Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances
Koppers Holdings Inc.,Basic Industries,Forest Products
Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central
"Korea Equity Fund, Inc.",n/a,n/a
"Korea Fund, Inc. (The)",n/a,n/a
Korn/Ferry International,Technology,Diversified Commercial Services
Kosmos Energy Ltd.,Energy,Oil & Gas Production
"Kraton Performance Polymers, Inc",Basic Industries,Major Chemicals
"Krispy Kreme Doughnuts, Inc.",Consumer Non-Durables,Food Chains
Kroger Company (The),Consumer Services,Food Chains
Kronos Worldwide Inc,Basic Industries,Major Chemicals
KT Corporation,Public Utilities,Telecommunications Equipment
Kyocera Corporation,Technology,Semiconductors
"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components
"L-3 Communications Holdings, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
La Quinta Holdings Inc.,Consumer Services,Hotels/Resorts
Laboratory Corporation of America Holdings,Health Care,Medical Specialities
"Laclede Group, Inc.",Public Utilities,Oil/Gas Transmission
Ladder Capital Corp,Finance,Real Estate
"Landauer, Inc.",Capital Goods,Industrial Machinery/Components
Lannett Co Inc,Health Care,Major Pharmaceuticals
"Laredo Petroleum, Inc.",Energy,Oil & Gas Production
Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts
LaSalle Hotel Properties,n/a,n/a
LaSalle Hotel Properties,n/a,n/a
LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services
"Latin American Discovery Fund, Inc. (The)",n/a,n/a
Lazard Global Total Return and Income Fund,n/a,n/a
Lazard Ltd.,Finance,Investment Managers
"Lazard World Dividend & Income Fund, Inc.",n/a,n/a
La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
Leapfrog Enterprises Inc,Consumer Non-Durables,Recreational Products/Toys
Lear Corporation,Capital Goods,Auto Parts:O.E.M.
"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines
Legg Mason BW Global Income Opportunities Fund Inc.,n/a,n/a
"Legg Mason, Inc.",Finance,Investment Managers
"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
Lehman ABS Corporation,Finance,Finance: Consumer Services
"Leidos Holdings, Inc.",Technology,EDP Services
Leju Holdings Limited,Finance,Real Estate
LendingClub Corporation,Finance,Finance: Consumer Services
Lennar Corporation,Basic Industries,Homebuilding
Lennar Corporation,Basic Industries,Homebuilding
"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components
Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish
"Level 3 Communications, Inc.",Public Utilities,Telecommunications Equipment
Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts
Lexington Realty Trust,n/a,n/a
"Lexmark International, Inc.",Technology,Computer Manufacturing
"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components
Liberty All-Star Equity Fund,n/a,n/a
"Liberty All-Star Growth Fund, Inc.",n/a,n/a
Liberty Property Trust,Consumer Services,Real Estate Investment Trusts
"LifeLock, Inc.",Technology,EDP Services
"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution
Lincoln National Corporation,Finance,Life Insurance
Lincoln National Corporation,n/a,n/a
Lindsay Corporation,Capital Goods,Industrial Machinery/Components
LinkedIn Corporation,Technology,"Computer Software: Programming, Data Processing"
Lions Gate Entertainment Corporation,Consumer Services,Movies/Entertainment
"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket
"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
Lloyds Banking Group Plc,Finance,Commercial Banks
LMP Capital and Income Fund Inc.,n/a,n/a
LMP Corporate Loan Fund Inc,n/a,n/a
LMP Real Estate Income Fund Inc,n/a,n/a
Lockheed Martin Corporation,Capital Goods,Military/Government/Technical
Loews Corporation,Finance,Property-Casualty Insurers
Louisiana-Pacific Corporation,Basic Industries,Forest Products
"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
Lsb Industries Inc.,Basic Industries,Major Chemicals
"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Luby&#39;s, Inc.",Consumer Services,Restaurants
"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
Luxfer Holdings PLC,Basic Industries,Major Chemicals
"Luxoft Holding, Inc.",Technology,EDP Services
"Luxottica Group, S.p.A.",Health Care,Ophthalmic Goods
"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.
Lyon William Homes,Capital Goods,Homebuilding
LyondellBasell Industries NV,Basic Industries,Major Chemicals
M&T Bank Corporation,Finance,Major Banks
M&T Bank Corporation,n/a,n/a
M&T Bank Corporation,n/a,n/a
M&T Bank Corporation,n/a,n/a
"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding
"M/I Homes, Inc.",Capital Goods,Homebuilding
"M/I Homes, Inc.",n/a,n/a
Macerich Company (The),Consumer Services,Real Estate Investment Trusts
Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
Macquarie Global Infrastructure Total Return Fund Inc.,n/a,n/a
Macquarie Infrastructure Company,Energy,Oil Refining/Marketing
Macquarie/First Trust Global,n/a,n/a
Macro Bank Inc.,Finance,Commercial Banks
Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
Madison Covered Call & Equity Strategy Fund,n/a,n/a
Madison Strategic Sector Premium Fund,n/a,n/a
Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution
"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.
MagnaChip Semiconductor Corporation,Technology,Semiconductors
"Maiden Holdings, Ltd.",n/a,n/a
"Maiden Holdings, Ltd.",n/a,n/a
"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
Main Street Capital Corporation,n/a,n/a
Main Street Capital Corporation,n/a,n/a
MainStay DefinedTerm Municipal Opportunities Fund,n/a,n/a
Mallinckrodt plc,Health Care,Major Pharmaceuticals
Managed Duration Investment Grade Municipal Fund,n/a,n/a
"Managed High Yield Plus Fund, Inc.",n/a,n/a
Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation
"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks
"Manning & Napier, Inc.",Finance,Investment Managers
ManpowerGroup,Technology,Professional Services
Manulife Financial Corp,Finance,Life Insurance
Marathon Oil Corporation,Energy,Oil & Gas Production
Marathon Petroleum Corporation,Energy,Integrated oil Companies
"Marcus & Millichap, Inc.",Finance,Real Estate
Marcus Corporation (The),Consumer Services,Movies/Entertainment
Marin Software Incorporated,Technology,EDP Services
Marine Harvest ASA,n/a,n/a
Marine Products Corporation,Capital Goods,Marine Transportation
"MarineMax, Inc.",Consumer Services,Other Specialty Stores
Markel Corporation,Finance,Property-Casualty Insurers
Marriot Vacations Worldwide Corporation,Finance,Real Estate
"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers
"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Masco Corporation,Basic Industries,Forest Products
Masonite International Corporation,Basic Industries,Forest Products
"MasTec, Inc.",Basic Industries,Water Supply
Mastercard Incorporated,Miscellaneous,Business Services
Matador Resources Company,Energy,Oil & Gas Production
Materion Corporation,Capital Goods,Industrial Specialties
"Matson, Inc.",Consumer Services,Marine Transportation
"Maui Land & Pineapple Company, Inc.",Finance,Real Estate
"Maximus, Inc.",Miscellaneous,Business Services
"MaxLinear, Inc",Technology,Semiconductors
"MaxPoint Interactive, Inc.",Consumer Services,Advertising
"MBIA, Inc.",Finance,Property-Casualty Insurers
McClatchy Company (The),Consumer Services,Newspapers/Magazines
"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
"McDermott International, Inc.",Capital Goods,Metal Fabrications
McDonald&#39;s Corporation,Consumer Services,Restaurants
McEwen Mining Inc.,Basic Industries,Precious Metals
"McGraw Hill Financial, Inc.",Finance,Finance: Consumer Services
McKesson Corporation,Health Care,Other Pharmaceuticals
"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Mead Johnson Nutrition Company,Consumer Non-Durables,Packaged Foods
Mechel OAO,Basic Industries,Steel/Iron Ore
Mechel OAO,n/a,n/a
"Media General, Inc.",Consumer Services,Broadcasting
"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MEDIFAST INC,Consumer Non-Durables,Packaged Foods
Medley Capital Corporation,n/a,n/a
Medley Capital Corporation,n/a,n/a
Medley Capital Corporation,n/a,n/a
Medley Capital Corporation,n/a,n/a
Medley Management Inc.,Finance,Investment Managers
"Mednax, Inc",Health Care,Hospital/Nursing Management
Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
"Men&#39;s Wearhouse, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
"Merck & Company, Inc.",Health Care,Major Pharmaceuticals
Mercury General Corporation,Finance,Property-Casualty Insurers
Meredith Corporation,Consumer Services,Newspapers/Magazines
Meritage Corporation,Capital Goods,Homebuilding
"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch & Co., Inc.",n/a,n/a
"Merrill Lynch Depositor, Inc.",Finance,Finance: Consumer Services
Mesa Royalty Trust,Energy,Oil & Gas Production
Mesabi Trust,Basic Industries,Precious Metals
Metaldyne Performance Group Inc.,Capital Goods,Auto Parts:O.E.M.
"Methode Electronics, Inc.",Capital Goods,Electrical Products
"MetLife, Inc.",Finance,Life Insurance
"MetLife, Inc.",n/a,n/a
"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
"Mexico Equity and Income Fund, Inc. (The)",n/a,n/a
"Mexico Fund, Inc. (The)",n/a,n/a
"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
"MFA Financial, Inc.",n/a,n/a
"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFC Industrial Ltd.,Consumer Durables,Steel/Iron Ore
MFS Charter Income Trust,n/a,n/a
MFS Government Markets Income Trust,n/a,n/a
MFS Intermediate Income Trust,n/a,n/a
MFS Multimarket Income Trust,n/a,n/a
MFS Municipal Income Trust,n/a,n/a
MFS Special Value Trust,n/a,n/a
MGIC Investment Corporation,Finance,Property-Casualty Insurers
MGM Resorts International,Consumer Services,Hotels/Resorts
Michael Kors Holdings Limited,Consumer Non-Durables,Apparel
"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
"Midcoast Energy Partners, L.P.",Public Utilities,Oil & Gas Production
MidSouth Bancorp,Finance,Major Banks
"Midstates Petroleum Company, Inc.",Energy,Oil & Gas Production
Milacron Holdings Corp.,Technology,Industrial Machinery/Components
"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
Miller/Howard High Income Equity Fund,n/a,n/a
Mindray Medical International Limited,Health Care,Medical/Dental Instruments
Minerals Technologies Inc.,Basic Industries,Major Chemicals
Mississippi Power Company,n/a,n/a
Mistras Group Inc,Consumer Services,Military/Government/Technical
Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks
MiX Telematics Limited,Technology,Computer Software: Prepackaged Software
"Mizuho Financial Group, Inc.",Finance,Major Banks
Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment
Mobileye N.V.,Technology,Computer Software: Prepackaged Software
"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing"
Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
Moelis & Company,Finance,Investment Managers
"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings
Molina Healthcare Inc,Health Care,Medical Specialities
Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution)
Molson Coors Brewing  Company,n/a,n/a
Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
Monmouth Real Estate Investment Corporation,n/a,n/a
Monmouth Real Estate Investment Corporation,n/a,n/a
"Monogram Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts
Monsanto Company,Basic Industries,Agricultural Chemicals
"Monster Worldwide, Inc.",Technology,Professional Services
Moody&#39;s Corporation,Finance,Finance: Consumer Services
Moog Inc.,n/a,n/a
Moog Inc.,n/a,n/a
Morgan Stanley,Finance,Investment Bankers/Brokers/Service
Morgan Stanley,n/a,n/a
Morgan Stanley,n/a,n/a
Morgan Stanley,n/a,n/a
Morgan Stanley,n/a,n/a
Morgan Stanley,n/a,n/a
Morgan Stanley,Finance,Investment Bankers/Brokers/Service
Morgan Stanley,Finance,Investment Bankers/Brokers/Service
Morgan Stanley,Finance,Investment Bankers/Brokers/Service
Morgan Stanley,Finance,Investment Bankers/Brokers/Service
"Morgan Stanley Asia-Pacific Fund, Inc.",n/a,n/a
Morgan Stanley China A Share Fund Inc.,n/a,n/a
"Morgan Stanley Emerging Markets Debt Fund, Inc.",n/a,n/a
"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",n/a,n/a
"Morgan Stanley Emerging Markets Fund, Inc.",n/a,n/a
"Morgan Stanley India Investment Fund, Inc.",n/a,n/a
Mosaic Company (The),Basic Industries,Agricultural Chemicals
"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MPLX LP,Energy,Natural Gas Distribution
MRC Global Inc.,Capital Goods,Industrial Machinery/Components
"MS Income Securities, Inc.",n/a,n/a
MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,Finance,Finance: Consumer Services
MSA Safety Incorporporated,Health Care,Industrial Specialties
"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components
MSCI Inc,Miscellaneous,Business Services
MSG Networks Inc.,Consumer Services,Services-Misc. Amusement & Recreation
MSG Networks Inc.,Consumer Services,Television Services
"Mueller Industries, Inc.",Capital Goods,Metal Fabrications
MUELLER WATER PRODUCTS,Capital Goods,Metal Fabrications
Multi Packaging Solutions International Limited,Consumer Durables,Containers/Packaging
Murphy Oil Corporation,Energy,Oil & Gas Production
Murphy USA Inc.,Consumer Durables,Automotive Aftermarket
MV Oil Trust,Energy,Oil & Gas Production
"MVC Capital, Inc.",n/a,n/a
"MVC Capital, Inc.",n/a,n/a
"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
Nabors Industries Ltd.,Energy,Oil & Gas Production
"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances
Nam Tai Property Inc.,Finance,Real Estate
National Bank Holdings Corporation,Finance,Major Banks
National Fuel Gas Company,Public Utilities,Oil/Gas Transmission
"National Grid Transco, PLC",Public Utilities,Natural Gas Distribution
"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts
"National Oilwell Varco, Inc.",Energy,Metal Fabrications
"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories
National Retail Properties,Consumer Services,Real Estate Investment Trusts
National Retail Properties,n/a,n/a
National Retail Properties,n/a,n/a
National Steel Company,Capital Goods,Steel/Iron Ore
National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts
Nationstar Mortgage Holdings Inc.,Finance,Finance: Consumer Services
Natl Westminster Pfd,Finance,Commercial Banks
"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment
"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains
Natural Resource Partners LP,Energy,Coal Mining
"Natuzzi, S.p.A.",Consumer Durables,Home Furnishings
"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys
"Navigant Consulting, Inc.",Consumer Services,Professional Services
Navigator Holdings Ltd.,Transportation,Marine Transportation
Navios Maritime Acquisition Corporation,Transportation,Marine Transportation
Navios Maritime Holdings Inc.,Transportation,Marine Transportation
Navios Maritime Holdings Inc.,n/a,n/a
Navios Maritime Holdings Inc.,n/a,n/a
Navios Maritime Midstream Partners LP,n/a,n/a
Navios Maritime Partners LP,Transportation,Marine Transportation
Navistar International Corporation,Capital Goods,Auto Manufacturing
Navistar International Corporation,Capital Goods,Auto Manufacturing
"NCI Building Systems, Inc.",Capital Goods,Metal Fabrications
NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services
"Neenah Paper, Inc.",Basic Industries,Paper
Neff Corporation,Technology,Diversified Commercial Services
"Nelnet, Inc.",Finance,Finance: Consumer Services
NeoPhotonics Corporation,Technology,Semiconductors
Netsuite Inc,Technology,Computer Software: Prepackaged Software
"Neustar, Inc.",Consumer Services,Telecommunications Equipment
Nevro Corp.,Health Care,Medical/Dental Instruments
"New America High Income Fund, Inc. (The)",n/a,n/a
"New Germany Fund, Inc. (The)",n/a,n/a
New Home Company Inc. (The),Capital Goods,Homebuilding
"New Ireland Fund, Inc. (The)",n/a,n/a
New Media Investment Group Inc.,Consumer Services,Newspapers/Magazines
New Mountain Finance Corporation,n/a,n/a
"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services
"New Relic, Inc.",Technology,Computer Software: Prepackaged Software
New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts
New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts
"New York & Company, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
"New York Community Bancorp, Inc.",Finance,Banks
"New York Community Bancorp, Inc.",n/a,n/a
"New York REIT, Inc.",Consumer Services,Real Estate Investment Trusts
New York Times Company (The),Consumer Services,Newspapers/Magazines
Newcastle Investment Corporation,Consumer Services,Real Estate Investment Trusts
Newcastle Investment Corporation,n/a,n/a
Newcastle Investment Corporation,n/a,n/a
Newcastle Investment Corporation,n/a,n/a
Newell Rubbermaid Inc.,Consumer Non-Durables,Plastic Products
Newfield Exploration Company,Energy,Oil & Gas Production
NewJersey Resources Corporation,Public Utilities,Oil/Gas Transmission
NewMarket Corporation,Basic Industries,Major Chemicals
Newmont Mining Corporation,Basic Industries,Precious Metals
"Newpark Resources, Inc.",Energy,Metal Fabrications
NexPoint Credit Stategies Fund,n/a,n/a
"NexPoint Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts
"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central
"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
"NextEra Energy, Inc.",n/a,n/a
NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing
"Niagara Mohawk Holdings, Inc.",Public Utilities,Power Generation
"Niagara Mohawk Holdings, Inc.",Public Utilities,Power Generation
Nidec Corporation (Nihon Densan Kabushiki Kaisha),Consumer Durables,Metal Fabrications
Nielsen N.V.,Miscellaneous,Business Services
"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing
"Nimble Storage, Inc.",Technology,Electronic Components
Nippon Telegraph and Telephone Corporation,Public Utilities,Telecommunications Equipment
Niska Gas Storage Partners LLC,Public Utilities,Natural Gas Distribution
"NiSource, Inc",Public Utilities,Power Generation
"NL Industries, Inc.",Basic Industries,Major Chemicals
NO Name,n/a,n/a
Noah Holdings Ltd.,Finance,Investment Managers
Noble Corporation,Energy,Oil & Gas Production
Noble Energy Inc.,Energy,Oil & Gas Production
Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
Nomad Foods Limited,n/a,n/a
Nomura Holdings Inc ADR,Finance,Investment Bankers/Brokers/Service
"Nord Anglia Education, Inc.",Consumer Services,Other Consumer Services
Nordic American Offshore Ltd,Transportation,Marine Transportation
Nordic American Tankers Limited,Consumer Services,Marine Transportation
"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
Norfolk Souther Corporation,Transportation,Railroads
Nortel Inversora SA,Public Utilities,Telecommunications Equipment
"North American Energy Partners, Inc.",Energy,Oilfield Services/Equipment
North Atlantic Drilling Ltd.,Energy,Oil & Gas Production
North European Oil Royality Trust,Energy,Oil & Gas Production
Northern Tier Energy LP,Energy,Integrated oil Companies
Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components
"NorthStar Asset Management Group, Inc.",Finance,Real Estate
NorthStar Realty Europe Corp.,Consumer Services,Real Estate Investment Trusts
Northstar Realty Finance Corp.,Consumer Services,Real Estate Investment Trusts
Northstar Realty Finance Corp.,n/a,n/a
Northstar Realty Finance Corp.,n/a,n/a
Northstar Realty Finance Corp.,n/a,n/a
Northstar Realty Finance Corp.,n/a,n/a
Northstar Realty Finance Corp.,n/a,n/a
Northwest Natural Gas Company,Public Utilities,Oil/Gas Transmission
NorthWestern Corporation,Public Utilities,Power Generation
Novartis AG,Health Care,Major Pharmaceuticals
Novo Nordisk A/S,Health Care,Major Pharmaceuticals
NOW Inc.,Energy,Metal Fabrications
NQ Mobile Inc.,Technology,Computer Software: Prepackaged Software
"NRG Energy, Inc.",Public Utilities,Electric Utilities: Central
"NRG Yield, Inc.",Public Utilities,Electric Utilities: Central
"NRG Yield, Inc.",n/a,n/a
"NTT DOCOMO, Inc",Technology,Radio And Television Broadcasting And Communications Equipment
"Nu Skin Enterprises, Inc.",Health Care,Other Pharmaceuticals
Nucor Corporation,Basic Industries,Steel/Iron Ore
Nustar Energy L.P.,Energy,Natural Gas Distribution
"Nustar GP Holdings, LLC",Energy,Natural Gas Distribution
"NuStar Logistics, L.P.",Energy,Natural Gas Distribution
Nuveen All Cap Energy MLP Opportunities Fund,n/a,n/a
Nuveen AMT-Free Municipal Income Fund,n/a,n/a
Nuveen AMT-Free Municipal Value Fund,n/a,n/a
Nuveen AMT-Free Municipal Value Fund,n/a,n/a
Nuveen Arizona Premium Income Municipal Fund,n/a,n/a
Nuveen Build America Bond Fund,n/a,n/a
Nuveen Build America Bond Opportunity Fund,n/a,n/a
Nuveen California AMT-Free Municipal Income Fund,n/a,n/a
Nuveen California Dividend Advantage Municipal Fund,n/a,n/a
"Nuveen California Municipal Value Fund, Inc.",n/a,n/a
Nuveen Connecticut Premium Income Municipal Fund,n/a,n/a
Nuveen Core Equity Alpha Fund,n/a,n/a
Nuveen Credit Strategies Income Fund,n/a,n/a
Nuveen Diversified Dividend and Income Fund,n/a,n/a
