Name,Sector,Industry
Tri Continental Corporation,Consumer Services,Miscellaneous
"TRI Pointe Group, Inc.",Capital Goods,Homebuilding
Triangle Capital Corporation,n/a,n/a
Triangle Capital Corporation,n/a,n/a
Triangle Capital Corporation,n/a,n/a
Tribune Media Company,Consumer Services,Broadcasting
Tribune Publishing Company,Consumer Services,Newspapers/Magazines
Trina Solar Limited,Technology,Semiconductors
"TriNet Group, Inc.",Miscellaneous,Business Services
"Trinity Industries, Inc.",Capital Goods,Railroads
Trinseo S.A.,Basic Industries,Major Chemicals
TriplePoint Venture Growth BDC Corp.,n/a,n/a
TriplePoint Venture Growth BDC Corp.,n/a,n/a
Triple-S Management Corporation,Finance,Accident &Health Insurance
"Triumph Group, Inc.",Capital Goods,Aerospace
Tronox Limited,Basic Industries,Major Chemicals
"TrueBlue, Inc.",Technology,Professional Services
"Trupanion, Inc.",Health Care,Medical Specialities
Tsakos Energy Navigation Ltd,Transportation,Marine Transportation
Tsakos Energy Navigation Ltd,n/a,n/a
Tsakos Energy Navigation Ltd,n/a,n/a
Tsakos Energy Navigation Ltd,n/a,n/a
"Tumi Holdings, Inc.",Consumer Non-Durables,Apparel
Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment
"Turkish Investment Fund, Inc. (The)",n/a,n/a
Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals
Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing"
Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts
Tyco International plc,Consumer Services,Other Consumer Services
"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software
"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
U.S. Bancorp,Finance,Major Banks
U.S. Bancorp,Finance,Major Banks
U.S. Bancorp,n/a,n/a
U.S. Bancorp,n/a,n/a
U.S. Bancorp,n/a,n/a
U.S. Bancorp,n/a,n/a
"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services
"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UBS AG,Finance,Major Banks
UBS AG,n/a,n/a
"UCP, Inc.",Capital Goods,Homebuilding
UGI Corporation,Public Utilities,Natural Gas Distribution
Ultra Petroleum Corp.,Energy,Oil & Gas Production
Ultrapar Participacoes S.A.,Public Utilities,Oil/Gas Transmission
"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"UMH Properties, Inc.",n/a,n/a
"UMH Properties, Inc.",n/a,n/a
"Under Armour, Inc.",Consumer Non-Durables,Apparel
"Unifi, Inc.",Consumer Non-Durables,Textiles
Unifirst Corporation,Consumer Services,Other Consumer Services
Unilever NV,Basic Industries,Package Goods/Cosmetics
Unilever PLC,Basic Industries,Package Goods/Cosmetics
Union Pacific Corporation,Transportation,Railroads
Unisys Corporation,Technology,EDP Services
Unit Corporation,Energy,Oil & Gas Production
"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services
"United Dominion Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
United Microelectronics Corporation,Technology,Semiconductors
"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services
"United Rentals, Inc.",Technology,Diversified Commercial Services
United States Cellular Corporation,Public Utilities,Telecommunications Equipment
United States Cellular Corporation,Public Utilities,Telecommunications Equipment
United States Cellular Corporation,Public Utilities,Telecommunications Equipment
United States Cellular Corporation,Public Utilities,Telecommunications Equipment
United States Steel Corporation,Basic Industries,Steel/Iron Ore
United Technologies Corporation,Capital Goods,Aerospace
UnitedHealth Group Incorporated,Health Care,Medical Specialities
UNITIL Corporation,Public Utilities,Power Generation
Univar Inc.,Consumer Durables,Specialty Chemicals
Universal American Corp.,Health Care,Medical Specialities
Universal Corporation,Consumer Services,Farming/Seeds/Milling
Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management
UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers
Universal Technical Institute Inc,Consumer Services,Other Consumer Services
Unum Group,Finance,Accident &Health Insurance
Urban Edge Properties,Finance,Real Estate
Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
Urstadt Biddle Properties Inc.,n/a,n/a
Urstadt Biddle Properties Inc.,n/a,n/a
"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution
"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals
USD Partners LP,Transportation,Railroads
USG Corporation,Capital Goods,Building Materials
"USLIFE Income Fund, Inc.",n/a,n/a
V.F. Corporation,Consumer Non-Durables,Apparel
Vaalco Energy Inc,Energy,Oil & Gas Production
"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
VALE S.A.,Basic Industries,Precious Metals
VALE S.A.,n/a,n/a
"Valeant Pharmaceuticals International, Inc.",Health Care,Major Pharmaceuticals
Valero Energy Corporation,Energy,Integrated oil Companies
Valero Energy Partners LP,Energy,Natural Gas Distribution
"Valhi, Inc.",Basic Industries,Major Chemicals
"Validus Holdings, Ltd.",Finance,Property-Casualty Insurers
Valley National Bancorp,Finance,Major Banks
Valley National Bancorp,n/a,n/a
Valley National Bancorp,Finance,Major Banks
"Valmont Industries, Inc.",Capital Goods,Metal Fabrications
Valspar Corporation (The),Basic Industries,Paints/Coatings
"Vantiv, Inc.",Miscellaneous,Business Services
"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling
Vectren Corporation,Public Utilities,Natural Gas Distribution
"Vectrus, Inc.",Consumer Services,Diversified Commercial Services
Vedanta  Limited,Capital Goods,Metal Fabrications
Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software
"Ventas Realty, Limited Partnership // Ventas Capital Corporati",Consumer Services,Real Estate Investment Trusts
"Ventas, Inc.",Consumer Services,Real Estate Investment Trusts
VEREIT Inc.,Consumer Services,Real Estate Investment Trusts
VEREIT Inc.,n/a,n/a
"Verifone Systems, Inc.",Miscellaneous,Office Equipment/Supplies/Services
Veritiv Corporation,Consumer Services,Paper
Verizon Communications Inc.,Public Utilities,Telecommunications Equipment
Verizon Communications Inc.,Public Utilities,Telecommunications Equipment
Vermilion Energy Inc.,Energy,Oil & Gas Production
Viad Corp,Miscellaneous,Business Services
Vina Concha Y Toro,Consumer Non-Durables,Beverages (Production/Distribution)
Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores
"Violin Memory, Inc.",Technology,Electronic Components
Vipshop Holdings Limited,Consumer Services,Catalog/Specialty Distribution
Virtus Global Multi-Sector Income Fund,n/a,n/a
Virtus Total Return Fund,n/a,n/a
Visa Inc.,Miscellaneous,Business Services
"Vishay Intertechnology, Inc.",Capital Goods,Electrical Products
"Vishay Precision Group, Inc.",Capital Goods,Electrical Products
Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories
Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
"Vitamin Shoppe, Inc",Consumer Non-Durables,Food Chains
"Vivint Solar, Inc.",Capital Goods,Building Products
"Vmware, Inc.",Technology,Computer Software: Prepackaged Software
VOC Energy Trust,Energy,Oil & Gas Production
"Vocera Communications, Inc.",Consumer Durables,Telecommunications Equipment
Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment
Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts
Vornado Realty Trust,n/a,n/a
Vornado Realty Trust,n/a,n/a
Vornado Realty Trust,n/a,n/a
Vornado Realty Trust,n/a,n/a
Vornado Realty Trust,n/a,n/a
voxeljet AG,Capital Goods,Industrial Machinery/Components
Voya Asia Pacific High Dividend Equity Income Fund,n/a,n/a
Voya Emerging Markets High Income Dividend Equity Fund,n/a,n/a
"Voya Financial, Inc.",Finance,Life Insurance
Voya Global Advantage and Premium Opportunity Fund,n/a,n/a
Voya Global Equity Dividend and Premium Opportunity Fund,n/a,n/a
"Voya Infrastructure, Industrials and Materials Fund",n/a,n/a
Voya International High Dividend Equity Income Fund,n/a,n/a
Voya Natural Resources Equity Income Fund,n/a,n/a
Voya Prime Rate Trust,n/a,n/a
VTTI Energy Partners LP,Energy,Oil Refining/Marketing
Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
"W&T Offshore, Inc.",Energy,Oil & Gas Production
W.P. Carey Inc.,Consumer Services,Real Estate Investment Trusts
W.R. Berkley Corporation,Finance,Property-Casualty Insurers
W.R. Berkley Corporation,n/a,n/a
W.R. Grace & Co.,Basic Industries,Major Chemicals
"W.W. Grainger, Inc.",Consumer Services,Office Equipment/Supplies/Services
Wabash National Corporation,Capital Goods,Construction/Ag Equipment/Trucks
Wabco Holdings Inc.,Capital Goods,Auto Manufacturing
"Waddell & Reed Financial, Inc.",Finance,Investment Bankers/Brokers/Service
"WageWorks, Inc.",Miscellaneous,Business Services
"Walker & Dunlop, Inc.",Finance,Finance: Consumer Services
"Wal-Mart Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
Walt Disney Company (The),Consumer Services,Television Services
Walter Investment Management Corp.,Finance,Finance: Consumer Services
Washington Real Estate Investment Trust,n/a,n/a
"Waste Connections, Inc.",Public Utilities,Environmental Services
"Waste Management, Inc.",Public Utilities,Environmental Services
Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
"Watsco, Inc.",Consumer Durables,Industrial Machinery/Components
"Watsco, Inc.",n/a,n/a
"Watts Water Technologies, Inc.",Capital Goods,Metal Fabrications
Wausau Paper Corp.,Basic Industries,Paper
Wayfair Inc.,Consumer Services,Catalog/Specialty Distribution
"WCI Communities, Inc.",Capital Goods,Homebuilding
Weatherford International plc,Energy,Metal Fabrications
Webster Financial Corporation,Finance,Major Banks
Webster Financial Corporation,n/a,n/a
Webster Financial Corporation,n/a,n/a
"WEC Energy Group, Inc.",Public Utilities,Power Generation
Weight Watchers International Inc,Consumer Services,Other Consumer Services
Weingarten Realty Investors,Consumer Services,Real Estate Investment Trusts
"Weis Markets, Inc.",Consumer Services,Food Chains
"WellCare Health Plans, Inc.",Health Care,Medical Specialities
Wells Fargo & Company,Finance,Major Banks
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo & Company,n/a,n/a
Wells Fargo Global Dividend Opportunity Fund,n/a,n/a
Welltower Inc.,Consumer Services,Real Estate Investment Trusts
Welltower Inc.,n/a,n/a
Welltower Inc.,n/a,n/a
"Wesco Aircraft Holdings, Inc.",Capital Goods,Wholesale Distributors
"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment
"West Pharmaceutical Services, Inc.",Basic Industries,Specialty Chemicals
"Westar Energy, Inc.",Public Utilities,Power Generation
Western Alliance Bancorporation,Finance,Major Banks
Western Asset Bond Fund,n/a,n/a
Western Asset Emerging Markets Debt Fund Inc,n/a,n/a
"Western Asset Emerging Markets Income Fund, Inc",n/a,n/a
Western Asset Global Corporate Defined Opportunity Fund Inc.,n/a,n/a
Western Asset Global High Income Fund Inc,n/a,n/a
"Western Asset Global Partners Income Fund, Inc.",n/a,n/a
Western Asset High Income Fund II Inc.,n/a,n/a
"Western Asset High Income Opportunity Fund, Inc.",n/a,n/a
Western Asset High Yield Defined Opportunity Fund Inc.,n/a,n/a
Western Asset Investment Grade Defined Opportunity Trust Inc.,n/a,n/a
"Western Asset Managed High Income Fund, Inc.",n/a,n/a
"Western Asset Managed Municipals Fund, Inc.",n/a,n/a
Western Asset Mortgage Capital Corporation,Consumer Services,Real Estate Investment Trusts
Western Asset Mortgage Defined Opportunity Fund Inc,n/a,n/a
Western Asset Municipal Defined Opportunity Trust Inc,n/a,n/a
"Western Asset Municipal High Income Fund, Inc.",n/a,n/a
"Western Asset Municipal Partners Fund, Inc.",n/a,n/a
Western Asset Variable Rate Strategic Fund Inc.,n/a,n/a
Western Asset Worldwide Income Fund Inc.,n/a,n/a
Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,n/a,n/a
Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,n/a,n/a
"Western Gas Equity Partners, LP",Public Utilities,Natural Gas Distribution
"Western Gas Partners, LP",Public Utilities,Natural Gas Distribution
"Western Refining Logistics, LP",Energy,Natural Gas Distribution
"Western Refining, Inc.",Energy,Integrated oil Companies
Western Union Company (The),Miscellaneous,Business Services
Westinghouse Air Brake Technologies Corporation,Capital Goods,Railroads
Westlake Chemical Corporation,Basic Industries,Major Chemicals
Westlake Chemical Partners LP,Basic Industries,Major Chemicals
"Westmoreland Resource Partners, LP",Energy,Coal Mining
Westpac Banking Corporation,Finance,Commercial Banks
Westrock Company,Consumer Durables,Containers/Packaging
Westwood Holdings Group Inc,Finance,Investment Managers
WEX Inc.,Miscellaneous,Business Services
Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts
Weyerhaeuser Company,n/a,n/a
WGL Holdings Inc,Public Utilities,Oil/Gas Transmission
Whirlpool Corporation,Consumer Durables,Consumer Electronics/Appliances
"White Mountains Insurance Group, Ltd.",Finance,Property-Casualty Insurers
Whitestone REIT,Consumer Services,Real Estate Investment Trusts
Whitewave Foods Company (The),Consumer Non-Durables,Packaged Foods
Whiting Petroleum Corporation,Energy,Oil & Gas Production
"Willbros Group, Inc.",Energy,Oilfield Services/Equipment
"Williams Companies, Inc. (The)",Public Utilities,Natural Gas Distribution
Williams Partners LP,Public Utilities,Natural Gas Distribution
"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings
"Winnebago Industries, Inc.",Consumer Non-Durables,Homebuilding
Winthrop Realty Trust,Consumer Services,Real Estate Investment Trusts
Wipro Limited,Technology,EDP Services
WNS (Holdings) Limited,Miscellaneous,Business Services
"Wolverine World Wide, Inc.",Consumer Non-Durables,Shoe Manufacturing
Woori Bank,Finance,Commercial Banks
"Workday, Inc.",Technology,EDP Services
Workiva Inc.,Technology,Computer Software: Prepackaged Software
World Fuel Services Corporation,Energy,Oil Refining/Marketing
"World Point Terminals, LP",Energy,Oil Refining/Marketing
"World Wrestling Entertainment, Inc.",Consumer Services,Movies/Entertainment
"Worthington Industries, Inc.",Capital Goods,Steel/Iron Ore
WP Glimcher Inc.,Consumer Services,Real Estate Investment Trusts
WP Glimcher Inc.,n/a,n/a
WP Glimcher Inc.,n/a,n/a
"WPX Energy, Inc.",Energy,Oil & Gas Production
"WPX Energy, Inc.",Energy,Oil & Gas Production
Wyndham Worldwide Corp,Consumer Services,Hotels/Resorts
Xactly Corporation,Technology,Computer Software: Prepackaged Software
Xcel Energy Inc.,Public Utilities,Power Generation
"Xenia Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts
"Xerium Technologies, Inc.",Basic Industries,Textiles
Xerox Corporation,Miscellaneous,Business Services
Xinyuan Real Estate Co Ltd,Basic Industries,Homebuilding
